OBJECTID,Id,St_label,Labelside,Address,Numberreal,Occupantre,Dm,DetailCat,StreetName,Angle,Direction
14690,127154,16th Street,R,110 5 AVENUE,3,Skin Laundry,5/25/2016,Misc Service,W 16th St,-67.10273688,N
14691,127155,16th Street,L,4 WEST 16 STREET,4,Drybar,5/25/2016,Salon/Spa,W 16th St,-67.10273688,S
14692,127156,20th Street,R,7 EAST 20 STREET,7,Waterworks,5/25/2016,Home Improvement,E 20th St,-67.27589785,N
14693,127157,20th Street,R,23 EAST 20 STREET,23,Chilewich,5/25/2016,Home Furnishings,E 20th St,-67.11487871,N
14694,127158,20th Street,R,25 EAST 20 STREET,25,Global Home,5/25/2016,Home Furnishings,E 20th St,-67.11487871,N
14695,127159,20th Street,R,33 EAST 20 STREET,33,Sugarfish,11/14/2016,Restaurant,E 20th St,-67.11487871,N
14696,127160,20th Street,R,35 EAST 20 STREET,37,Walker Zanger,5/25/2016,Home Furnishings,E 20th St,-67.11487871,N
14697,127161,20th Street,R,39 EAST 20 STREET,39,Nature Health,5/25/2016,Medical,E 20th St,-67.11487871,N
14698,127162,20th Street,R,43 EAST 20 STREET,43,Vacant (Available),5/25/2016,Vacant,E 20th St,-67.11487871,N
14699,127163,20th Street,R,45 EAST 20 STREET,45,Rosen Glass Company,5/25/2016,Other,E 20th St,-67.11487871,N
14700,127164,20th Street,R,260 PARK AVENUE SOUTH,49,Nemo Tile,10/11/2016,Home Improvement,E 20th St,-67.11487871,N
14701,127165,Battery Park Place,L,JOE DIMAGGIO HIGHWAY,22,Pier A Harbor House,5/26/2016,Restaurant,,86.63353934,W
14702,127166,Battery Park Place,L,JOE DIMAGGIO HIGHWAY,20,Gigino Restaurant,5/26/2016,Restaurant,,-32.14190983,S
14703,127167,South End Avenue,R,2 SOUTH END AVENUE,2,Battery Park Cleaners,5/26/2016,Misc Service,S End Ave,34.64094751,E
14704,127168,River Terrace,R,1 RIVER TERRACE,2,Le Pain Quotidien,5/26/2016,Caf??,River Ter,15.42216132,E
14705,127169,North End Avenue,R,102 NORTH END AVENUE,104,North End Grill,5/26/2016,Restaurant,Murray St,-83.49437336,N
14706,127170,North End Avenue,R,200 NORTH END AVENUE,212,Elixir Juice Bar,5/26/2016,Juice Bars,Murray St,-65.69545074,N
14707,127171,North End Avenue,L,325 NORTH END AVENUE,315,Duane Reade,5/26/2016,Convenience Store,,-67.93210044,S
14708,127172,North End Avenue,R,201 WARREN STREET,450,Battery Park Gourmet Market,5/26/2016,Grocery,N End Ave,38.51692631,E
14709,127173,Murray Street,R,102 NORTH END AVENUE,215,Shake Shack,5/26/2016,Quick Service Restaurant,Murray St,-83.49437336,N
14710,127174,Murray Street,R,200 WEST STREET,230,Vintry Fine Wines,5/26/2016,Other,,12.2809544,E
14711,127175,North End Avenue,R,102 NORTH END AVENUE,102,Regal Cinemas,5/26/2016,Movie,Murray St,-83.49437336,N
14712,127176,Murray Street,R,102 NORTH END AVENUE,245,Beans and Greens,5/26/2016,Quick Service Restaurant,Murray St,-83.49437336,N
14713,127177,Murray Street,L,102 NORTH END AVENUE,235,Wei West,5/26/2016,Restaurant,Vesey St,-66.4252938,S
14714,127178,Vesey Street,L,102 NORTH END AVENUE,259,El Vez NY,5/26/2016,Restaurant,Vesey St,-66.4252938,S
14715,127179,Vesey Street,L,200 WEST STREET,255,Blue Smoke,5/26/2016,Restaurant,Vesey St,-66.80140949,S
14716,127180,Vesey Street,L,200 WEST STREET,102,Pick A Bagel,5/26/2016,Quick Service Restaurant,Vesey St,-66.80140949,S
14717,127181,Murray Street,R,102 NORTH END AVENUE,255,Bloom,5/26/2016,Misc Service,Vesey St,-66.4252938,N
14718,127182,Murray Street,,102 NORTH END AVENUE,,delete,5/26/2016,,Murray St,-83.49437336,
14719,127183,West End Avenue,L,121 WEST END AVENUE,101,Gracefully,5/27/2016,Grocery,West End Ave,36.13537661,W
14720,127184,West End Avenue,R,110 WEST END AVENUE,110,West End Supermarket,5/27/2016,Grocery,W 65th St,-67.01128319,N
14721,127185,West End Avenue,R,110 WEST END AVENUE,110,Mayflower Nails,5/27/2016,Salon/Spa,West End Ave,36.13537661,E
14722,127186,West End Avenue,R,110 WEST END AVENUE,110,La Mode Cleaners,5/27/2016,Misc Service,West End Ave,36.13537661,E
14723,127187,West End Avenue,R,110 WEST END AVENUE,110,Pinnacle Wine,5/27/2016,Other,W 64th St,-67.61986495,N
14724,127188,West End Avenue,R,110 WEST END AVENUE,110,Toga Bike Shop,5/27/2016,Misc Service,W 64th St,-67.61986495,N
14725,127189,West End Avenue,L,75 WEST END AVENUE,75,New York Sports Club,5/27/2016,Fitness,West End Ave,35.7066914,W
14726,127190,West End Avenue,L,75 WEST END AVENUE,75,Western Beef Supermarket,5/27/2016,Grocery,West End Ave,35.7066914,W
14727,127191,West End Avenue,L,33 WEST END AVENUE,33,Wine & Spirits,5/27/2016,Misc Service,West End Ave,36.02737338,W
14728,127192,West End Avenue,L,75 WEST END AVENUE,33,Subway,5/27/2016,Quick Service Restaurant,West End Ave,36.02737338,W
14729,127193,West End Avenue,L,75 WEST END AVENUE,35,Mah Jong,5/27/2016,Restaurant,West End Ave,36.02737338,W
14730,127194,West End Avenue,L,75 WEST END AVENUE,39,Pick A Bagel,5/27/2016,Quick Service Restaurant,West End Ave,36.02737338,W
14731,127195,West End Avenue,L,75 WEST END AVENUE,41,All Seasons Nails,5/27/2016,Salon/Spa,W 62nd St,-68.45902409,S
14732,127196,West End Avenue,R,10 WEST END AVENUE,10,Urbani Truffles,5/27/2016,Candy/Gifts/Cards,West End Ave,35.53767779,E
14733,127197,West End Avenue,R,200 WEST END AVENUE,200,CVS,5/27/2016,Pharmacy,W 70th St,-67.78958535,N
14734,127198,West End Avenue,R,200 WEST END AVENUE,200,Apple Seeds,5/27/2016,Child Care,West End Ave,35.43331401,E
14735,127199,West End Avenue,R,200 WEST END AVENUE,200,Cleaners,5/27/2016,Misc Service,West End Ave,38.65980825,E
14736,127200,West End Avenue,R,180 WEST END AVENUE,200,Bin 70 Wine,5/27/2016,Other,West End Ave,35.53767779,E
14737,127201,King Street,R,5 KING STREET,5,Charlie Bird,5/26/2016,Restaurant,King St,-85.23635831,N
14738,127202,King Street,L,2 KING STREET,2,King Garment Core,5/26/2016,Misc Service,King St,-85.23635831,S
14739,127203,Kenmare Street,L,184 MULBERRY STREET,80,Ranjha Cleeners,5/31/2016,Misc Service,Kenmare St,-71.14684124,S
14740,127204,Kenmare Street,L,184 MULBERRY STREET,70,Nolita Group,5/31/2016,Misc Service,Kenmare St,-71.14684124,S
14741,127205,Kenmare Street,L,184 MULBERRY STREET,70,Duncan Quinn,5/31/2016,Hotel,Kenmare St,-71.14684124,S
14742,127206,Kenmare Street,L,185 MOTT STREET,72,Ramen Lab,8/23/2016,Restaurant,Kenmare St,-71.14684124,S
14743,127207,Kenmare Street,L,184 MULBERRY STREET,72,Yakatori Tora,8/23/2016,Restaurant,Kenmare St,-71.14684124,S
14744,127208,Kenmare Street,L,185 MOTT STREET,68,Xi'an Famous Foods,5/31/2016,Restaurant,Kenmare St,-71.14684124,S
14745,127209,Kenmare Street,L,185 MOTT STREET,66,Market Impanema,5/31/2016,Grocery,Kenmare St,-71.14684124,S
14746,127210,Kenmare Street,L,185 MOTT STREET,60,Aburi Ittetsu (Coming Soon),3/13/2017,,Kenmare St,-71.14684124,S
14747,127211,Kenmare Street,R,192 MOTT STREET,41,Fung Lam Produce,5/31/2016,Grocery,Kenmare St,-71.7829048,N
14748,127212,Kenmare Street,R,192 MOTT STREET,39,L+W Auto Service,5/31/2016,,Kenmare St,-71.7829048,N
14749,127213,Kenmare Street,R,29 KENMARE STREET,37,Cocoron,5/31/2016,Restaurant,Kenmare St,-71.7829048,N
14750,127214,Kenmare Street,L,184 MOTT STREET,52,Hair Bar NYC,5/31/2016,Salon/Spa,Kenmare St,-71.7829048,S
14751,127215,Kenmare Street,L,153 ELIZABETH STREET,52,"Flowers, Naturally",5/31/2016,Misc Service,Kenmare St,-71.7829048,S
14752,127216,Kenmare Street,L,153 ELIZABETH STREET,52,Rivington Design House,,Home Improvement,Kenmare St,-71.7829048,S
14753,127217,Kenmare Street,R,164 ELIZABETH STREET,19,De Maria,4/14/2017,Restaurant,Kenmare St,-71.05349531,N
14754,127218,Kenmare Street,L,86 KENMARE STREET,98,Spring Natural,5/31/2016,Restaurant,Kenmare St,-71.56505118,S
14755,127219,Kenmare Street,R,195 MULBERRY STREET,85A,Mikaku,5/31/2016,Restaurant,Kenmare St,-71.56505118,N
14756,127220,Kenmare Street,R,195 MULBERRY STREET,85,Vacant (Available),3/13/2017,,Kenmare St,-71.56505118,N
14757,127221,Kenmare Street,R,195 MULBERRY STREET,85,Vacant (Available),8/23/2016,Vacant,Kenmare St,-71.56505118,N
14758,127222,Kenmare Street,R,195 MULBERRY STREET,85,Bleecker Digital Solutions,5/31/2016,Misc Service,Kenmare St,-71.56505118,N
14759,127223,Kenmare Street,R,195 MULBERRY STREET,85,Vacant (Available),5/31/2016,Vacant,Kenmare St,-71.56505118,N
14760,127224,181st Street,L,714 WEST 181 STREET,714,uno Communcations,5/31/2016,Electronics,W 181st St,-73.5778125,S
14761,127225,181st Street,L,714 WEST 181 STREET,714,New Life Nutrtional Center,5/31/2016,Other,W 181st St,-73.5778125,S
14762,127226,181st Street,L,714 WEST 181 STREET,714,American Travel Worldwide,5/31/2016,Luggage,W 181st St,-73.5778125,S
14763,127227,181st Street,L,714 WEST 181 STREET,714,Daniela's Flower Shop,5/31/2016,Misc Service,W 181st St,-73.5778125,S
14764,127228,181st Street,L,714 WEST 181 STREET,714,Vacnat (Available),5/31/2016,Available,W 181st St,-73.5778125,S
14765,127229,181st Street,L,720 WEST 181 STREET,720,Express Shoe Repair,5/31/2016,Misc Service,W 181st St,-74.38901147,S
14766,127230,181st Street,L,720 WEST 181 STREET,720,Don Quixote Travel,5/31/2016,Luggage,W 181st St,-74.38901147,S
14767,127231,181st Street,L,720 WEST 181 STREET,720,New Bennett Wine & Liquors,5/31/2016,Misc Service,W 181st St,-74.38901147,S
14768,127232,181st Street,L,720 WEST 181 STREET,720,Edible Arrangements,5/31/2016,Other,W 181st St,-74.38901147,S
14769,127233,181st Street,L,720 WEST 181 STREET,724,Vacant (Available),5/31/2016,Vacant,W 181st St,-74.38901147,S
14770,127234,181st Street,L,720 WEST 181 STREET,726,Georges Pizzaria,5/31/2016,Quick Service Restaurant,W 181st St,-74.38901147,S
14771,127235,181st Street,L,720 WEST 181 STREET,728,Ivette's Beauty Place,5/31/2016,Salon/Spa,W 181st St,-74.38901147,S
14772,127236,181st Street,L,720 WEST 181 STREET,728,Pet Fashion,5/31/2016,Pet Supplies/Services,W 181st St,-74.38901147,S
14773,127237,181st Street,L,720 WEST 181 STREET,728,Dunkin Donuts/Baskin Robbins,5/31/2016,Caf??,W 181st St,-74.38901147,S
14774,127238,181st Street,L,728 WEST 181 STREET,730,Vacant (Available),5/31/2016,Vacant,W 181st St,-74.38901147,S
14775,127239,181st Street,L,728 WEST 181 STREET,732,Digital Broadcasting System,5/31/2016,Other,W 181st St,-74.38901147,S
14776,127240,181st Street,L,728 WEST 181 STREET,734,Vacant (Available),5/31/2016,Vacant,W 181st St,-74.38901147,S
14777,127241,181st Street,L,728 WEST 181 STREET,736,Heights Hardware,5/31/2016,Home Improvement,W 181st St,-74.38901147,S
14778,127242,181st Street,L,736 WEST 181 STREET,736,Domino's,5/31/2016,Quick Service Restaurant,W 181st St,-74.21924669,S
14779,127243,181st Street,L,736 WEST 181 STREET,740,State Farn,5/31/2016,,W 181st St,-74.21924669,S
14780,127244,181st Street,L,454 FT WASHINGTON AVENUE,750,Candy Grocer,5/31/2016,Candy/Gifts/Cards,W 181st St,-74.21924669,S
14781,127245,181st Street,L,454 FT WASHINGTON AVENUE,752,Top Cut,5/31/2016,Salon/Spa,W 181st St,-74.21924669,S
14782,127246,181st Street,L,454 FT WASHINGTON AVENUE,754,New Salon,5/31/2016,Salon/Spa,W 181st St,-74.21924669,S
14783,127247,181st Street,L,454 FT WASHINGTON AVENUE,756,Yo Sweet,5/31/2016,Quick Service Restaurant,W 181st St,-74.21924669,S
14784,127248,181st Street,L,454 FT WASHINGTON AVENUE,758,Smile Deli,5/31/2016,Convenience Store,W 181st St,-74.21924669,S
14785,127249,181st Street,L,454 FT WASHINGTON AVENUE,766,Benjamin Moore/Munoz Depot,5/31/2016,Home Improvement,W 181st St,-74.21924669,S
14786,127250,181st Street,L,454 FT WASHINGTON AVENUE,766,Hudson View Restaurant,5/31/2016,Restaurant,W 181st St,-74.21924669,S
14787,127251,181st Street,R,729 WEST 181 STREET,729,Hudson Collegiate Church & School,5/31/2016,Education,W 181st St,-74.21924669,N
14788,127252,181st Street,R,2 MAGAW PLACE,725,Residential,5/31/2016,Residential,Colonel Robert Magaw Pl,21.7210508,E
14789,127253,181st Street,R,2 MAGAW PLACE,725,Perfect Brows,5/31/2016,Salon/Spa,W 181st St,-74.38901147,N
14790,127254,181st Street,R,2 MAGAW PLACE,725,Laundromat,5/31/2016,Misc Service,W 181st St,-74.38901147,N
14791,127255,181st Street,R,2 BENNETT AVENUE,723,Chinese Best,5/31/2016,Restaurant,W 181st St,-74.38901147,N
14792,127256,181st Street,R,2 BENNETT AVENUE,723,Popeye's Locksmith,5/31/2016,Misc Service,W 181st St,-74.38901147,N
14793,127257,181st Street,R,2 BENNETT AVENUE,719,Cascada Dental Spa,5/31/2016,Salon/Spa,W 181st St,-74.38901147,N
14794,127258,181st Street,R,2 BENNETT AVENUE,719,City Drug & Surgical,5/31/2016,Pharmacy,W 181st St,-74.38901147,N
14795,127259,181st Street,R,1 BENNETT AVENUE,713,Carniceria Stop 1,5/31/2016,Misc Service,W 181st St,-73.5778125,N
14796,127260,181st Street,R,1 BENNETT AVENUE,711,La Pinata,5/31/2016,Restaurant,W 181st St,-73.5778125,N
14797,127261,181st Street,R,801 WEST 181 STREET,803,Starbucks,5/31/2016,Caf??,W 181st St,-74.53878226,N
14798,127262,181st Street,R,801 WEST 181 STREET,801,Moscow on the Hudson,5/31/2016,Grocery,W 181st St,-74.53878226,N
14799,127263,181st Street,R,801 WEST 181 STREET,807,Women's Zone,5/31/2016,Salon/Spa,W 181st St,-74.53878226,N
14800,127264,181st Street,R,801 WEST 181 STREET,809,UPS Store,5/31/2016,Office Supply/Copy/Shipping,W 181st St,-74.53878226,N
14801,127265,181st Street,R,801 WEST 181 STREET,815,Corner Cleaners,5/31/2016,Misc Service,W 181st St,-74.53878226,N
14802,127266,181st Street,R,815 WEST 181 STREET,815,Gourmet Deli,5/31/2016,Convenience Store,W 181st St,-73.41266144,N
14803,127267,181st Street,R,815 WEST 181 STREET,817,Vista Edge,5/31/2016,Misc Service,W 181st St,-73.41266144,N
14804,127268,181st Street,L,812 WEST 181 STREET,812,Tung Thong,11/21/2016,Quick Service Restaurant,W 181st St,-73.41266144,S
14805,127269,181st Street,L,812 WEST 181 STREET,812,Heights Cleaners,5/31/2016,Misc Service,W 181st St,-73.41266144,S
14806,127270,181st Street,L,812 WEST 181 STREET,812,HeadQuarters,5/31/2016,Entertainment,W 181st St,-73.41266144,S
14807,127271,181st Street,L,461 FT WASHINGTON AVENUE,800,Great Wall,5/31/2016,Restaurant,W 181st St,-74.53878226,S
14808,127272,181st Street,L,461 FT WASHINGTON AVENUE,802,Grocery,5/31/2016,Grocery,W 181st St,-74.53878226,S
14809,127273,181st Street,L,461 FT WASHINGTON AVENUE,804,Jin's Superette,5/31/2016,Grocery,W 181st St,-74.53878226,S
14810,127274,181st Street,L,461 FT WASHINGTON AVENUE,808,Fort Washington Bakery & Deli,5/31/2016,Convenience Store,W 181st St,-74.53878226,S
14811,127275,181st Street,L,461 FT WASHINGTON AVENUE,810,Exclusive Pizza,5/31/2016,Quick Service Restaurant,W 181st St,-74.53878226,S
14812,127276,181st Street,L,461 FT WASHINGTON AVENUE,810,Nilda,5/31/2016,Salon/Spa,W 181st St,-74.53878226,S
14813,127277,181st Street,L,461 FT WASHINGTON AVENUE,812,Women's Health,11/21/2016,Pharmacy,W 181st St,-74.53878226,S
14814,127278,181st Street,R,92 PINEHURST AVENUE,821,Vacant,11/21/2016,Vacant,W 181st St,-77.00538321,N
14815,127279,181st Street,R,92 PINEHURST AVENUE,823,No. 1 Chinese Restaurant,5/31/2016,Restaurant,W 181st St,-82.05652819,N
14816,127280,181st Street,R,92 PINEHURST AVENUE,827,Sushi Yu,5/31/2016,Restaurant,W 181st St,-82.05652819,N
14817,127281,181st Street,R,92 PINEHURST AVENUE,829,Saggio,5/31/2016,Restaurant,W 181st St,-82.05652819,N
14818,127282,181st Street,R,829 WEST 181 STREET,831,Cabrini WInes & Liquors,5/31/2016,Misc Service,W 181st St,-82.05652819,N
14819,127283,181st Street,R,829 WEST 181 STREET,839,Le Cheile,5/31/2016,Bar,W 181st St,-82.05652819,N
14820,127284,181st Street,L,90 PINEHURST AVENUE,823,Sophie's Laundry,5/31/2016,Misc Service,W 181st St,-82.05652819,S
14821,127285,181st Street,L,90 PINEHURST AVENUE,838,Dramond Nails,5/31/2016,Salon/Spa,W 181st St,-82.05652819,S
14822,127286,181st Street,L,90 PINEHURST AVENUE,840,Zack's Shoe Repair,5/31/2016,Misc Service,W 181st St,-82.05652819,S
14823,127287,181st Street,L,854 WEST 181 STREET,831,Vacant,11/21/2016,Convenience Store,W 181st St,-82.05652819,S
14824,127288,181st Street,L,854 WEST 181 STREET,181,181 Cabrini,5/31/2016,Restaurant,Cabrini Blvd,22.31944039,W
14825,127289,Reade Street,R,74 READE STREET,70,Vacant (Available),6/3/2016,Vacant,Reade St,-65.68620351,N
14826,127290,Reade Street,L,97 READE STREET,97,Exceed Physical Culture,6/3/2016,Fitness,Reade St,-65.79072527,S
14827,127291,Reade Street,L,87 CHAMBERS STREET,69,V.I.P,6/3/2016,Bar,Reade St,-65.68620351,S
14828,127292,Reade Street,R,58 READE STREET,54,The Wat,6/3/2016,Fitness,Reade St,-65.68620351,N
14829,127293,Eighth Avenue,R,238 8 AVENUE,240,Anago Sushi,6/15/2016,Restaurant,W 22nd St,-67.26562953,N
14830,127294,Amsterdam Avenue,R,305 AMSTERDAM AVENUE,305,Hua Kang Best Qi Gong Tui-Na (Second Floor),6/23/2016,Salon/Spa,Amsterdam Ave,35.7066914,E
14831,127295,72nd Street,R,,243,The Paint Place (2nd floor),6/27/2016,Home Improvement,W 72nd St,-67.19771785,N
14832,127296,72nd Street,R,,237,Huntington Learning Center (2nd floor),6/27/2016,Education,W 72nd St,-67.19771785,N
14833,127297,72nd Street,L,158 WEST 72 STREET,156,Celina Salon (2nd floor),6/27/2016,Salon/Spa,W 72nd St,-67.35087266,S
14834,127298,72nd Street,L,140 WEST 72 STREET,144,Mathnasium (2nd floor),6/27/2016,Education,W 72nd St,-67.35087266,S
14835,127299,72nd Street,R,141 WEST 72 STREET,143,Tailwind Endurance (1st floor inside),6/27/2016,Fitness,W 72nd St,-67.35087266,N
14836,127300,72nd Street,R,141 WEST 72 STREET,141,Naan Yoga (2nd Floor),6/27/2016,Fitness,W 72nd St,-67.35087266,N
14837,127301,72nd Street,R,137 WEST 72 STREET,139,Groundfloor Exercise (2nd Floor),6/27/2016,Fitness,W 72nd St,-67.35087266,N
14838,127302,72nd Street,L,134 WEST 72 STREET,134,Lavar Hair Designs (2nd floor),6/27/2016,Salon/Spa,W 72nd St,-67.35087266,S
14839,127303,72nd Street,R,,127,Ping's Body Work (2nd floor),6/27/2016,Salon/Spa,W 72nd St,-67.35087266,N
14840,127304,Columbus Avenue,L,472 COLUMBUS AVENUE,470,Fly Wheel (2nd floor),6/28/2016,Fitness,Columbus Ave,35.7066914,W
14841,127305,59th Street,L,226 EAST 59 STREET,232,Michael Dawkins Home,6/29/2016,Home Furnishings,E 59th St,-67.16634582,S
14842,127306,59th Street,R,233 EAST 59 STREET,233,Canopy Designs Ltd Showroom,6/29/2016,Home Furnishings,E 59th St,-67.16634582,N
14843,127307,59th Street,L,232 EAST 59 STREET,240,Rug & Kilim,6/29/2016,Home Improvement,E 59th St,-67.16634582,S
14844,127308,Walker Street,L,47 WALKER STREET,49,Aldo Textile Dyes,6/30/2016,Other,Walker St,-65.44010896,S
14845,127309,Walker Street,R,58 WALKER STREET,52,MI-5,6/30/2016,Bar,Walker St,-65.44010896,N
14846,127310,Walker Street,R,60 WALKER STREET,62,Lark Lussarde (Available),6/30/2016,Restaurant,Walker St,-65.44010896,N
14847,127311,Walker Street,L,395 BROADWAY,61,Vacant (Available),6/30/2016,Vacant,Walker St,-65.44010896,S
14848,127312,Walker Street,L,59 WALKER STREET,59,Design Store,6/30/2016,Arts & Crafts,Walker St,-65.44010896,S
14849,127313,Walker Street,L,57 WALKER STREET,57,Available,6/30/2016,Available,Walker St,-65.44010896,S
14850,127314,Walker Street,R,400 BROADWAY,70,Vacant (Available),6/30/2016,Vacant,Walker St,-65.49259477,N
14851,127315,Walker Street,R,72 WALKER STREET,80,Chinatown Building Supply,6/30/2016,Home Improvement,Walker St,-65.49259477,N
14852,127316,Walker Street,R,78 WALKER STREET,80,Chinatown Building Supply,6/30/2016,Home Improvement,Cortlandt Aly,40.74616356,E
14853,127317,Walker Street,L,79 WALKER STREET,79,Vacnat (Available),6/30/2016,Available,Cortlandt Aly,40.52510349,W
14854,127318,Walker Street,L,85 WALKER STREET,83,Construction,6/30/2016,Under Construction,Walker St,-65.35322915,S
14855,127319,Walker Street,L,87 WALKER STREET,87,S-10 Training,6/30/2016,Fitness,Walker St,-65.35322915,S
14856,127320,Third Avenue,L,1156 3 AVENUE,1162,Vacant (Available),4/14/2017,Available,3rd Ave,35.11201119,W
14857,127321,Lexington Avenue,L,800 LEXINGTON AVENUE,800,Nail Salon (2nd Floor),7/5/2016,Salon/Spa,Lexington Ave,36.13537661,W
14858,127322,Lexington Avenue,R,799 LEXINGTON AVENUE,799,Armando Pina Hair Salon (2nd Floor),5/16/2017,Salon/Spa,Lexington Ave,36.13537661,E
14859,127323,Lexington Avenue,R,801 LEXINGTON AVENUE,801,Ji Li Tui Na (2nd Floor),7/5/2016,Medical,E 62nd St,-67.18196626,N
14860,127324,Lexington Avenue,L,860 LEXINGTON AVENUE,860,Sam + Lex Boutique,7/5/2016,Fashion:Upscale,Lexington Ave,36.29262973,W
14861,127325,Sam + Lex Boutique,L,862 LEXINGTON AVENUE,862,Orange Nails (2nd Floor),7/5/2016,Salon/Spa,Lexington Ave,36.29262973,W
14862,127326,Orange Nails (2nd Floor),L,866 LEXINGTON AVENUE,864,Vacant (Available) (2nd Floor),7/5/2016,Vacant,E 65th St,-67.40744476,S
14863,127327,Lexington Avenue,R,853 LEXINGTON AVENUE,853,Jivamukti Yoga (2nd Floor),7/5/2016,Fitness,Lexington Ave,36.29262973,E
14864,127328,Jivamukti Yoga (2nd Floor),R,855 LEXINGTON AVENUE,855,Hairplace (2nd Floor),7/5/2016,Salon/Spa,Lexington Ave,36.29262973,E
14865,127329,Lexington Avenue,R,857 LEXINGTON AVENUE,857,Hayko (2nd Floor),7/5/2016,Other,Lexington Ave,36.29262973,E
14866,127330,Lexington Avenue,L,964 LEXINGTON AVENUE,964,Barbarossa,5/16/2017,Salon/Spa,Lexington Ave,36.13537661,W
14867,127331,Lexington Avenue,L,1018 LEXINGTON AVENUE,1018,Vacant (Available) (2nd Floor),7/5/2016,Vacant,Lexington Ave,35.92850242,W
14868,127332,Lexington Avenue,L,1020 LEXINGTON AVENUE,1020,Fit Learning (2nd Floor),7/5/2016,Fitness,E 73rd St,-67.35319769,S
14869,127333,Columbus Avenue,R,45 WEST 67 STREET,159,Crossfit NYC (lower level),7/7/2016,Fitness,Columbus Ave,34.69515353,E
14870,127334,Amsterdam Avenue,R,511 AMSTERDAM AVENUE,511,E's Bar,7/8/2016,Bar,Amsterdam Ave,36.72410717,E
14871,127335,Warren Street,L,49 WARREN STREET,49,Delphine Manivel,7/11/2016,Fashion:Luxury,Warren St,-65.62353138,S
14872,127336,Hudson Street,L,145 HUDSON STREET,145,My Little Sunshine,4/25/2017,Fashion:Mainstream,Hubert St,-84.93638315,S
14873,127337,White Street,R,80 WHITE STREET,80,Available,7/11/2016,Available,Cortlandt Aly,40.52510349,E
14874,127338,White Street,L,81 WHITE STREET,83,Jenz,7/11/2016,Restaurant,White St,-63.43494882,S
14875,127339,White Street,L,81 WHITE STREET,85,Yoga,7/11/2016,Fitness,White St,-63.43494882,S
14876,127340,White Street,L,81 WHITE STREET,85,White Furniture Industries,7/11/2016,Home Furnishings,White St,-63.43494882,S
14877,127341,Trinity Place,R,115 BROADWAY,97-99,Vacant (Available),7/20/2016,Vacant,Cedar St,-66.37062227,N
14878,127342,57th Street,R,830 JOE DIMAGGIO HIGHWAY,625,Landmark Theater,7/20/2016,Entertainment,12th Ave,42.51044708,E
14879,127343,21st Street,R,7 WEST 21 STREET,7,Kohler,2/15/2017,Home Furnishings,W 21st St,-67.10273688,N
14880,127344,83rd Street,L,1094 MADISON AVENUE,30,Vacant (Available),7/21/2016,Vacant,E 83rd St,-66.97450799,S
14881,127345,83rd Street,R,1114 MADISON AVENUE,25,Giovanni Ristorante (Available),7/21/2016,Restaurant,E 83rd St,-66.97450799,N
14882,127346,64th Street,R,35 EAST 64 STREET,31,ilias LaLaoUNIS,7/22/2016,Accessories,E 64th St,-67.21759427,N
14883,127347,64th Street,R,35 EAST 64 STREET,35,Moeller Fine Art,7/22/2016,Gallery,E 64th St,-67.21759427,N
14884,127348,65th Street,L,750 MADISON AVENUE,22,Le Labo,7/22/2016,Cosmetics: Cosmetic Stores,E 65th St,-66.54097592,S
14885,127349,65th Street,L,750 MADISON AVENUE,22,Charlotte Olympia,7/22/2016,Accessories,E 65th St,-66.54097592,S
14886,127350,65th Street,R,21 EAST 65 STREET,21,FD,7/22/2016,Accessories,E 65th St,-66.54097592,N
14887,127351,65th Street,R,19 EAST 65 STREET,19,Ovando,7/22/2016,Other,E 65th St,-66.54097592,N
14888,127352,65th Street,R,27 EAST 65 STREET,29,Match,7/22/2016,Restaurant,E 65th St,-67.40744476,N
14889,127353,65th Street,R,33 EAST 65 STREET,33,Essie Samuel Shriqui,7/22/2016,Salon/Spa,E 65th St,-67.40744476,N
14890,127354,65th Street,R,35 EAST 65 STREET,35-37,Samuel Shriqui Salon,7/22/2016,Salon/Spa,E 65th St,-67.40744476,N
14891,127355,65th Street,R,35 EAST 65 STREET,39,Jeeves,7/22/2016,Other,E 65th St,-67.40744476,N
14892,127356,66th Street,L,40 EAST 66 STREET,42,Barton Perreira,7/22/2016,Optical,E 66th St,-67.27026792,S
14893,127357,66th street,L,22 EAST 66 STREET,22,Bistro Chat Noir (Second Floor),7/22/2016,Restaurant,E 66th St,-67.93210044,S
14894,127358,66th Street,L,22 EAST 66 STREET,22,Rosario Acquista Salon,7/22/2016,Salon/Spa,E 66th St,-67.93210044,S
14895,127359,66th Street,R,19 EAST 66 STREET,19,"Rosenberg & Co., Blum & Poe, Dickinson Roundell",7/22/2016,Accessories,E 66th St,-67.93210044,N
14896,127360,67th Street,L,20 EAST 67 STREET,20,Tincati,7/22/2016,Fashion:Upscale,E 67th St,-67.27850185,S
14897,127361,67th Street,R,17 EAST 67 STREET,17,Delle Celle,7/22/2016,Other,E 67th St,-67.27850185,N
14898,127362,67th Street,R,21 EAST 67 STREET,21,Marni,7/22/2016,Accessories,E 67th St,-67.27850185,N
14899,127363,67th Street,R,23 EAST 67 STREET,0,Isabel Marant,7/22/2016,Fashion:Luxury,E 67th St,-67.27850185,N
14900,127364,67th Street,R,793 MADISON AVENUE,27,Pretty Ballerinas,7/22/2016,Education,E 67th St,-66.9417254,N
